,PROPERTY TYPE,ADDRESS,CITY,ZIP OR POSTAL CODE,PRICE,SQUARE FEET,LOT SIZE,YEAR BUILT,shortesttime,BEDS,BATHS,medianhouseholdincome,averagehouseholdincome,percapitaincome,highincomehouseholds,walk,price/psf,differential
964,Single Family Residential,3416 Royal Meadow Ln,SAN JOSE,95135,2250000,3408,13934.0,1992,47,6.0,4.0,142531,164386,55729,31.7%,0,660.2112676056338,96632.14419872686
965,Condo/Co-op,5123 Cribari Pl,San Jose,95135,469000,1223,1664.0,1968,47,2.0,2.0,142531,164386,55729,31.7%,0,383.48323793949305,-115665.70224893186
966,Condo/Co-op,8410 Chenin Blanc Ln,SAN JOSE,95135,610000,1571,,1978,47,2.0,2.0,142531,164386,55729,31.7%,0,388.28771483131766,-292014.4068742222
967,Condo/Co-op,5427 Cribari Ct,SAN JOSE,95135,499000,1223,,1970,47,2.0,2.0,142531,164386,55729,31.7%,0,408.01308258381033,-86047.79562275787
968,Condo/Co-op,7555 Morevern Cir,SAN JOSE,95135,699000,1307,,1988,47,2.0,2.0,142531,164386,55729,31.7%,0,534.8125478194338,34373.09972683876
969,Condo/Co-op,6129 Montgomery Ct,SAN JOSE,95135,610000,1307,,1973,47,2.0,2.0,142531,164386,55729,31.7%,0,466.7176740627391,-51761.19996946654
970,Condo/Co-op,8396 Riesling Way,SAN JOSE,95135,799000,1646,,1978,47,2.0,2.0,142531,164386,55729,31.7%,0,485.41919805589305,-170996.7857009808
971,Single Family Residential,8865 Wine Valley Cir,SAN JOSE,95135,1080000,2256,4977.0,1997,47,2.0,2.5,142531,164386,55729,31.7%,0,478.72340425531917,-505954.101945563
972,Condo/Co-op,5039 Cribari Vale,SAN JOSE,95135,520000,1223,,1968,47,2.0,2.0,142531,164386,55729,31.7%,0,425.1839738348324,-64665.70224893186
973,Single Family Residential,2763 George Blauer Pl,SAN JOSE,95135,1884999,3265,6266.0,2018,47,5.0,4.0,142531,164386,55729,31.7%,0,577.3350689127105,-307229.4829552071
974,Condo/Co-op,7695 Galloway Dr,SAN JOSE,95135,744000,1509,,1989,47,2.0,2.0,142531,164386,55729,31.7%,0,493.0417495029821,-103917.15393347759
975,Condo/Co-op,6213 Wehner Way,SAN JOSE,95135,649000,1340,,1974,47,2.0,2.0,142531,164386,55729,31.7%,0,484.32835820895525,-42864.49334015325
976,Condo/Co-op,7503 Deveron Ct,SAN JOSE,95135,714000,1509,,1988,47,2.0,2.0,142531,164386,55729,31.7%,0,473.1610337972167,-133726.1072465647
977,Condo/Co-op,6250 Blauer Ln,SAN JOSE,95135,599000,1340,,1974,47,2.0,2.0,142531,164386,55729,31.7%,0,447.0149253731343,-92864.49334015325
978,Condo/Co-op,6293 Blauer Ln,SAN JOSE,95135,724500,1496,,1977,47,2.0,2.0,142531,164386,55729,31.7%,0,484.2914438502674,-109340.9813605505
979,Condo/Co-op,8700 Lomas Azules Pl,SAN JOSE,95135,929000,2043,2614.0,1991,47,2.0,2.5,142531,164386,55729,31.7%,0,454.7234459128732,-462737.8659560906
980,Single Family Residential,3018 Park Estates Way,SAN JOSE,95135,1450000,2229,7059.0,1986,47,5.0,3.0,142531,164386,55729,31.7%,0,650.5159264244055,321756.4333574979
981,Condo/Co-op,5574 Cribari Cir,SAN JOSE,95135,408000,1240,,1968,47,2.0,2.0,142531,164386,55729,31.7%,0,329.03225806451616,-192075.04144966393
982,Condo/Co-op,6094 Montgomery Ct,SAN JOSE,95135,470000,913,,1973,47,2.0,1.0,142531,164386,55729,31.7%,0,514.7864184008762,284181.0596049689
983,Condo/Co-op,6239 Gerdts Dr,SAN JOSE,95135,775000,1526,,1974,47,2.0,2.0,142531,164386,55729,31.7%,0,507.8636959370904,-85460.79283051495
984,Condo/Co-op,7652 Falkirk Dr,SAN JOSE,95135,675000,1307,,1988,47,2.0,2.0,142531,164386,55729,31.7%,0,516.4498852333588,10373.099726838758
985,Condo/Co-op,7510 Deveron Ct,SAN JOSE,95135,714000,1509,1963.0,1988,47,2.0,2.0,142531,164386,55729,31.7%,0,473.1610337972167,-133726.1072465647
986,Condo/Co-op,5275 Cribari Cor,SAN JOSE,95135,465000,1223,7411.0,1969,47,2.0,2.0,142531,164386,55729,31.7%,0,380.2125919869174,-119856.74893584475
987,Condo/Co-op,8757 Mccarty Ranch Dr,SAN JOSE,95135,998000,2205,2458.0,1997,47,2.0,2.5,142531,164386,55729,31.7%,0,452.60770975056687,-541726.084343367
988,Condo/Co-op,5511 Cribari Bnd,SAN JOSE,95135,438000,1223,1517.0,1968,47,2.0,2.0,142531,164386,55729,31.7%,0,358.1357318070319,-146665.70224893186
989,Condo/Co-op,5551 Cribari Cir,SAN JOSE,95135,580000,1348,4972.0,1968,47,2.0,2.0,142531,164386,55729,31.7%,0,430.26706231454006,-117969.66696019634
990,Single Family Residential,4370 Moran Dr,SAN JOSE,95129,1249000,1300,7501.0,1958,20,3.0,2.0,144333,170495,60422,31.9%,54,960.7692307692307,294373.40969710797
991,Townhouse,4856 Mintwood Ct,SAN JOSE,95129,849000,950,1678.0,1975,20,2.0,1.0,144333,170495,60422,31.9%,54,893.6842105263158,163671.7310917743
992,Condo/Co-op,380 Auburn Way #14,SAN JOSE,95129,561888,1099,1099.0,1970,20,2.0,1.5,144333,170495,60422,31.9%,54,511.27206551410376,-316947.4428117529
993,Single Family Residential,7140 Galli Dr,SAN JOSE,95129,3799000,3648,7853.0,2019,20,6.0,5.0,144333,170495,60422,31.9%,54,1041.392543859649,838532.8470170847
994,Single Family Residential,1398 Olympus Dr,SAN JOSE,95129,1650000,1756,7760.0,1959,20,4.0,2.0,144333,170495,60422,31.9%,54,939.6355353075171,445362.64866738534
995,Single Family Residential,1438 Petal Way,SAN JOSE,95129,1828000,1712,6064.0,1960,20,3.0,3.0,144333,170495,60422,31.9%,54,1067.7570093457944,380733.28583042463
996,Single Family Residential,1033 Windsor St,SAN JOSE,95129,3980000,4956,10916.0,2003,20,6.0,4.5,144333,170495,60422,31.9%,54,803.0669895076675,-103619.01132871583
997,Townhouse,2262 Piedmont Rd Unit A,SAN JOSE,95132,665000,1130,720.0,1970,26,3.0,1.5,111623,132101,40047,21.6%,0,588.4955752212389,25042.603215922136
998,Single Family Residential,1243 Gehrig Ave,SAN JOSE,95132,1099000,1460,6086.0,1962,26,3.0,2.0,111623,132101,40047,21.6%,0,752.7397260273973,102044.42847122275
999,Townhouse,3150 Landess Ave Unit C,SAN JOSE,95132,599980,976,850.0,1970,26,2.0,1.5,111623,132101,40047,21.6%,0,614.733606557377,-63900.061183683225
1000,Single Family Residential,2824 Camino Del Rey,SAN JOSE,95132,1299000,1895,5564.0,1964,26,4.0,2.5,111623,132101,40047,21.6%,0,685.4881266490765,11473.605423815083
1001,Condo/Co-op,1984 Tradan Dr,SAN JOSE,95132,466000,712,,1987,26,1.0,1.0,111623,132101,40047,21.6%,0,654.4943820224719,-65938.9489126316
1002,Single Family Residential,1836 Daltrey Way,SAN JOSE,95132,1388000,2585,6000.0,1976,26,4.0,3.0,111623,132101,40047,21.6%,0,536.9439071566732,-586660.9214275861
1003,Condo/Co-op,3559 Ivalynn Ct,SAN JOSE,95132,449888,709,,1986,26,1.0,1.0,111623,132101,40047,21.6%,0,634.5387870239774,-79140.60707264824
1004,Single Family Residential,1580 Wharton Rd,San Jose,95132,1550000,2504,5662.0,1997,26,5.0,3.0,111623,132101,40047,21.6%,0,619.0095846645368,-191738.78379597608
1005,Single Family Residential,2075 Lockwood Dr,San Jose,95132,1180000,2100,6000.0,1969,26,4.0,2.5,111623,132101,40047,21.6%,0,561.9047619047619,-294300.130137224
1006,Townhouse,2892 KINGSGATE Ct,SAN JOSE,95132,728000,1121,1435.0,1972,26,3.0,1.5,111623,132101,40047,21.6%,0,649.4201605709188,95818.39530130732
1007,Single Family Residential,3265 Birchwood Ln,SAN JOSE,95132,1200000,1585,5979.0,1964,26,4.0,2.0,111623,132101,40047,21.6%,0,757.0977917981072,252871.51931001572
1008,Single Family Residential,3248 Landess Ave,SAN JOSE,95132,1199000,1786,8372.0,1969,26,4.0,2.5,111623,132101,40047,21.6%,0,671.3325867861142,9319.429217472672
1009,Single Family Residential,4070 Sacramento Ave,SAN JOSE,95111,1350000,2680,7480.0,2019,25,6.0,4.0,69039,89871,24161,8.1%,64,503.7313432835821,-528012.8538275319
1010,Single Family Residential,5051 Bougainvillea Dr,SAN JOSE,95111,1099000,2290,6003.0,1976,25,4.0,3.0,69039,89871,24161,8.1%,64,479.91266375545854,-625507.6114343656
1011,Mobile/Manufactured Home,416 Chateau La Salle Dr #416,SAN JOSE,95111,279000,1800,,1979,25,2.0,2.0,69039,89871,24161,8.1%,64,155.0,-1210147.3448701845
1012,Condo/Co-op,788 Golden Creek Ter,SAN JOSE,95111,649000,1640,,1990,25,3.0,3.0,69039,89871,24161,8.1%,64,395.7317073170732,-652514.7974764551
1013,Mobile/Manufactured Home,367 Chateau La Salle #367,SAN JOSE,95111,298888,1423,,1979,25,2.0,2.0,69039,89871,24161,8.1%,64,210.0407589599438,-848534.5873010107
1014,Mobile/Manufactured Home,555 Umbarger Rd #43,SAN JOSE,95111,179000,1100,,2001,25,2.0,2.0,69039,89871,24161,8.1%,64,162.72727272727272,-679848.169599189
1015,Mobile/Manufactured Home,5450 Monterey Rd #6,SAN JOSE,95111,229000,1440,,1975,25,2.0,2.0,69039,89871,24161,8.1%,64,159.02777777777777,-933067.7397540908
1016,Single Family Residential,3262 Haga Dr,SAN JOSE,95111,729000,1168,5643.0,1969,25,4.0,2.0,69039,89871,24161,8.1%,64,624.1438356164383,141654.26542686508
1017,Mobile/Manufactured Home,5450 Monterey Hwy #27,SAN JOSE,95111,329000,1620,,2019,25,3.0,2.0,69039,89871,24161,8.1%,64,203.08641975308643,-841118.3542385998
1018,Mobile/Manufactured Home,281 Chateau La Salle Dr #281,SAN JOSE,95111,329000,1740,,2002,25,3.0,2.0,69039,89871,24161,8.1%,64,189.08045977011494,-946642.3666838931
1019,Townhouse,583 Van De Water Way,SAN JOSE,95111,589950,1197,1401.0,1971,25,3.0,1.5,69039,89871,24161,8.1%,64,492.85714285714283,-128173.41528159275
1020,Mobile/Manufactured Home,411 Lewis Road Rd #195,SAN JOSE,95111,133950,630,,1973,25,2.0,2.0,69039,89871,24161,8.1%,64,212.61904761904762,-293525.95505127095
1021,Condo/Co-op,96 Rancho Dr Unit C,SAN JOSE,95111,515000,918,,1983,25,2.0,2.0,69039,89871,24161,8.1%,64,561.0021786492375,-175438.7566151542
1022,Mobile/Manufactured Home,450 Chateau La Selle Dr #450,SAN JOSE,95111,349900,1296,,1980,25,2.0,2.0,69039,89871,24161,8.1%,64,269.9845679012346,-682596.805841279
1023,Mobile/Manufactured Home,313 Chateau la Salle Dr #313,SAN JOSE,95111,369000,1740,,2014,25,3.0,2.0,69039,89871,24161,8.1%,64,212.06896551724137,-908934.926926849
1024,Mobile/Manufactured Home,5450 Monterey Rd #59,SAN JOSE,95111,239999,1340,,2006,25,3.0,2.0,69039,89871,24161,8.1%,64,179.10373134328358,-673834.8663554983
1025,Condo/Co-op,3819 Seven Trees Blvd #302,SAN JOSE,95111,480000,999,,1980,25,2.0,2.0,69039,89871,24161,8.1%,64,480.4804804804805,-283286.5856873146
1026,Mobile/Manufactured Home,5450 Monterey Rd #177,SAN JOSE,95111,224999,1344,,1974,25,2.0,2.0,69039,89871,24161,8.1%,64,167.40997023809524,-849860.2481689267
1027,Single Family Residential,368 Otono Ct,SAN JOSE,95111,759000,1232,2910.0,1979,25,2.0,2.0,69039,89871,24161,8.1%,64,616.0714285714286,-215294.1292221984
1028,Mobile/Manufactured Home,5450 Monterey Rd #108,SAN JOSE,95111,235000,1450,,1974,25,3.0,2.0,69039,89871,24161,8.1%,64,162.06896551724137,-772427.8613201957
1029,Townhouse,387 Lewis Rd,SAN JOSE,95111,638000,1144,636.0,1989,25,2.0,2.0,69039,89871,24161,8.1%,64,557.6923076923077,-258438.60493459832
1030,Mobile/Manufactured Home,411 Lewis Rd #292,SAN JOSE,95111,134900,500,,1964,25,2.0,1.5,69039,89871,24161,8.1%,64,269.8,-113616.33016707428
1031,Mobile/Manufactured Home,411 LEWIS Rd #318,SAN JOSE,95111,259000,960,,1977,25,3.0,2.0,69039,89871,24161,8.1%,64,269.7916666666667,-304849.459712778
1032,Mobile/Manufactured Home,270 Umbarger Rd #23,SAN JOSE,95111,239900,960,,1985,25,2.0,2.0,69039,89871,24161,8.1%,64,249.89583333333334,-488990.982131965
1033,Mobile/Manufactured Home,411 Lewis Rd #302,SAN JOSE,95111,279900,900,,2015,25,3.0,2.0,69039,89871,24161,8.1%,64,311.0,-236823.3307540642
1034,Townhouse,1704 Fairplace Ct,SAN JOSE,95122,649900,970,2479.0,1985,21,2.0,2.0,73388,90620,21697,7.5%,32,670.0,-157031.48621032317
1035,Single Family Residential,2791 Othello Ave,SAN JOSE,95122,789888,1789,5362.0,1961,21,4.0,2.5,73388,90620,21697,7.5%,32,441.5248742314142,-487203.72606711485
1036,Condo/Co-op,1088 Summerplace Dr,SAN JOSE,95122,450000,730,,1992,21,1.0,1.0,73388,90620,21697,7.5%,32,616.4383561643835,-185430.18689243984
1037,Single Family Residential,1648 June Ave,SAN JOSE,95122,529888,1121,5425.0,1959,21,3.0,2.0,73388,90620,21697,7.5%,32,472.69223907225694,-245434.31279791007
1038,Single Family Residential,1960 S King Rd,SAN JOSE,95122,820000,1709,5179.0,1965,21,4.0,2.0,73388,90620,21697,7.5%,32,479.81275599765945,-325937.2939972929
1039,Townhouse,913 Bellhurst Ave,SAN JOSE,95122,499000,986,829.0,1970,21,2.0,1.5,73388,90620,21697,7.5%,32,506.0851926977688,-260164.61198740546
1040,Single Family Residential,2128 Naida Ave,SAN JOSE,95122,729000,1144,6175.0,1959,21,3.0,2.0,73388,90620,21697,7.5%,32,637.2377622377622,-67170.24230478238
1041,Single Family Residential,1262 Letitia Ct,SAN JOSE,95122,799950,1494,3063.0,1987,21,3.0,2.5,73388,90620,21697,7.5%,32,535.4417670682731,-378224.7321321515
1042,Single Family Residential,2733 Tranquility St,SAN JOSE,95122,1599999,3644,4355.0,2019,21,4.0,4.0,73388,90620,21697,7.5%,32,439.07766190998905,-1547816.5144300275
1043,Single Family Residential,2102 Calview Ave,SAN JOSE,95122,740000,1119,6000.0,1959,21,3.0,2.0,73388,90620,21697,7.5%,32,661.3047363717606,-33509.449362529675
1044,Mobile/Manufactured Home,1821 Quimby Rd #1821,SAN JOSE,95122,300000,1440,,1980,21,3.0,2.0,73388,90620,21697,7.5%,32,208.33333333333334,-768486.0111662294
1045,Single Family Residential,1588 Heritage Bay Dr #12,SAN JOSE,95138,1649000,3090,1934.0,2004,32,5.0,4.5,173286,221429,66825,42.6%,2,533.6569579288026,-699993.0610253839
1046,Mobile/Manufactured Home,200 Ford Unit 194b,SAN JOSE,95138,239000,1440,,1982,32,3.0,2.0,173286,221429,66825,42.6%,2,165.97222222222223,-640183.5905610488
1047,Mobile/Manufactured Home,6130 Monterey Hwy #37,SAN JOSE,95138,249000,1344,,1972,32,2.0,2.0,173286,221429,66825,42.6%,2,185.26785714285714,-704768.8277175515
1048,Condo/Co-op,2144 Silver Vale Ct,SAN JOSE,95138,1098000,2332,,1995,32,3.0,2.0,173286,221429,66825,42.6%,2,470.84048027444254,-592204.2896705011
1049,Single Family Residential,5471 Country Club Pkwy,SAN JOSE,95138,12500000,6081,17724.0,1995,32,5.0,4.5,173286,221429,66825,42.6%,2,2055.5829633283997,7441589.091545695
1050,Mobile/Manufactured Home,200 Ford #109,SAN JOSE,95138,170000,1120,,1995,32,3.0,2.0,173286,221429,66825,42.6%,2,151.78571428571428,-421609.0478300806
1051,Single Family Residential,1194 Holmes Ave,CAMPBELL,95008,1988000,2286,8621.0,1955,23,5.0,4.0,115453,144360,57933,22.7%,61,869.6412948381452,281346.9885301925
1052,Single Family Residential,125 W Rosemary Ln,CAMPBELL,95008,1799999,2263,6014.0,2019,23,4.0,3.5,115453,144360,57933,22.7%,61,795.4038886433938,-2142.13744698395
1053,Townhouse,219 Shelley Ave,CAMPBELL,95008,1199000,2002,3558.0,1990,23,3.0,2.5,115453,144360,57933,22.7%,61,598.9010989010989,-405727.0913287408
1054,Single Family Residential,4857 Roundtree Dr,CAMPBELL,95008,1545000,1709,7977.0,1975,23,4.0,2.0,115453,144360,57933,22.7%,61,904.0374488004682,431640.33258430567
1055,Single Family Residential,1231 Harriet Ave,CAMPBELL,95008,1595000,1767,8732.0,1939,23,4.0,3.0,115453,144360,57933,22.7%,61,902.6598754951896,317136.8108826168
1056,Single Family Residential,523 Union Ave,CAMPBELL,95008,1750000,1834,10800.0,1952,23,3.0,2.0,115453,144360,57933,22.7%,61,954.1984732824427,364217.29274815647
1057,Single Family Residential,134 English Rose Cir,CAMPBELL,95008,1395000,1697,2119.0,2015,23,4.0,3.0,115453,144360,57933,22.7%,61,822.03889216264,166067.48291553836
1058,Townhouse,634 Allerton Loop,CAMPBELL,95008,1365000,1739,591.0,2015,23,4.0,3.5,115453,144360,57933,22.7%,61,784.933870040253,38593.26937028882
1059,Condo/Co-op,3128 Loma Verde #317,SAN JOSE,95117,459000,544,,2007,18,1.0,1.0,91347,124821,46620,17.7%,24,843.75,-62431.727881865576
1060,Single Family Residential,365 S Henry Ave,SAN JOSE,95117,1350000,1082,9408.0,1941,18,2.0,1.0,91347,124821,46620,17.7%,24,1247.6894639556376,517030.2382609919
1061,Townhouse,3157 Loma Verde Dr #52,SAN JOSE,95117,829000,1366,1552.0,1976,18,3.0,2.5,91347,124821,46620,17.7%,24,606.8814055636896,-282782.09888786636
1062,Single Family Residential,2148 Walnut Grove Ave,SAN JOSE,95128,1399900,1650,10613.0,1949,15,4.0,2.0,88007,117965,44611,16.8%,52,848.4242424242424,207034.6439848463
1063,Condo/Co-op,801 S Winchester Blvd #1306,SAN JOSE,95128,819000,986,,2005,15,2.0,2.0,88007,117965,44611,16.8%,52,830.6288032454361,-109719.60778380977
1064,Single Family Residential,554 Menker Ave,SAN JOSE,95128,1099000,1606,7153.0,1960,15,3.0,3.0,88007,117965,44611,16.8%,52,684.3088418430884,-338405.1857212442
1065,Single Family Residential,1133 S Daniel Way,SAN JOSE,95128,1549000,1950,6829.0,1960,15,3.0,2.5,88007,117965,44611,16.8%,52,794.3589743589744,-140813.6152043792
1066,Single Family Residential,3041 Neal Ave,SAN JOSE,95128,2899888,3555,8190.0,1938,15,5.0,5.5,88007,117965,44611,16.8%,52,815.7209563994375,-269943.68555075256
1067,Condo/Co-op,1084 Yarwood Ct,SAN JOSE,95128,559000,922,,1988,15,2.0,2.0,88007,117965,44611,16.8%,52,606.290672451193,-308460.1841741218
1068,Single Family Residential,2842 Moorpark Ave,SAN JOSE,95128,1685000,1906,6000.0,2019,15,4.0,2.5,88007,117965,44611,16.8%,52,884.0503672612801,187310.77477000304
1069,Single Family Residential,3014 Fruitdale Ave,SAN JOSE,95128,2595000,2981,10733.0,2019,15,5.0,4.0,88007,117965,44611,16.8%,52,870.5132505870513,108197.58297021734
1070,Condo/Co-op,1183 Yarwood Ct,SAN JOSE,95128,560000,922,,1988,15,2.0,2.0,88007,117965,44611,16.8%,52,607.3752711496746,-307460.1841741218
1071,Single Family Residential,2240 Maywood Ave,SAN JOSE,95128,2688000,3711,7929.0,2018,15,5.0,4.0,88007,117965,44611,16.8%,52,724.3330638641876,-460306.52425665455
1072,Condo/Co-op,333 Santana Row #327,SAN JOSE,95128,1168000,1099,27868.0,2002,15,2.0,1.5,88007,117965,44611,16.8%,52,1062.7843494085532,196830.82958021061
1073,Condo/Co-op,720 Teatree Ct,SAN JOSE,95128,469000,658,794.0,1988,15,1.0,1.0,88007,117965,44611,16.8%,52,712.7659574468086,-203867.19682328484
1074,Single Family Residential,4166 Horizon Ct,SAN JOSE,95148,1461263,2159,6836.0,2005,32,3.0,2.5,129984,146982,38223,22.7%,20,676.8239925891617,-133443.15078150574
1075,Single Family Residential,3359 Flint Ct,SAN JOSE,95148,885000,1739,7670.0,1981,32,4.0,2.0,129984,146982,38223,22.7%,20,508.9131684876366,-101502.47853959748
1076,Single Family Residential,3350 Belgrove Cir,SAN JOSE,95148,1599888,2635,10194.0,1981,32,4.0,3.0,129984,146982,38223,22.7%,20,607.1681214421252,-317585.4603944714
1077,Mobile/Manufactured Home,2638 Whispering Hills Cir #2638,SAN JOSE,95148,349888,1536,,1978,32,3.0,3.0,129984,146982,38223,22.7%,20,227.79166666666666,-734357.0115161778
1078,Single Family Residential,3839 Carrera Ct,San Jose,95148,2858000,4617,16695.0,2005,32,6.0,4.5,129984,146982,38223,22.7%,20,619.0166774962097,-711792.1917012213
1079,Single Family Residential,3129 Whiteleaf Way,San Jose,95148,1060000,892,5040.0,1985,32,3.0,1.0,129984,146982,38223,22.7%,20,1188.340807174888,795776.0134769253
1080,Single Family Residential,3727 Darshan Ct,SAN JOSE,95148,2150000,4059,8421.0,2019,32,6.0,5.5,129984,146982,38223,22.7%,20,529.6871150529687,-1035486.1096514473
1081,Single Family Residential,2390 Ohara Ct,SAN JOSE,95133,989500,1436,6186.0,1976,23,4.0,2.0,82487,107899,34003,13.1%,32,689.066852367688,123405.14482679451
1082,Condo/Co-op,2515 Easton Pl #31,SAN JOSE,95133,525000,975,,1981,23,2.0,2.0,82487,107899,34003,13.1%,32,538.4615384615385,-251211.36460039322
1083,Single Family Residential,2065 Ensign Way,SAN JOSE,95133,1088888,2084,9327.0,1976,23,4.0,2.0,82487,107899,34003,13.1%,32,522.4990403071017,-364574.6082364009
1084,Townhouse,1865 Midnight Cir,SAN JOSE,95133,985000,1714,683.0,2016,23,3.0,3.0,82487,107899,34003,13.1%,32,574.6791131855309,-423046.0518959898
1085,Mobile/Manufactured Home,494 VENECIA Dr #494,SAN JOSE,95133,260000,1440,,1977,23,2.0,2.0,82487,107899,34003,13.1%,32,180.55555555555554,-936937.9265786454
1086,Townhouse,1085 Rymar Way,SAN JOSE,95133,699000,1028,1764.0,1987,23,2.0,2.5,82487,107899,34003,13.1%,32,679.9610894941634,-185802.60716171225
1087,Condo/Co-op,2496 Clear Spring Ct,SAN JOSE,95133,589000,1113,,1984,23,2.0,1.5,82487,107899,34003,13.1%,32,529.2003593890387,-253468.00030010333
1088,Mobile/Manufactured Home,436 Giannotta #436,SAN JOSE,95133,249000,1560,,1977,23,3.0,3.0,82487,107899,34003,13.1%,32,159.6153846153846,-1012004.7465821058
1089,Condo/Co-op,337 Destino Cir,SAN JOSE,95133,973000,1448,,2006,23,3.0,2.5,82487,107899,34003,13.1%,32,671.9613259668508,-132620.6667190243
1090,Single Family Residential,2574 Las Palmas Way,SAN JOSE,95133,1150000,1406,2293.0,1996,23,3.0,2.5,82487,107899,34003,13.1%,32,817.923186344239,84359.9322930905
1091,Mobile/Manufactured Home,456 GIANNOTTA Way #456,SAN JOSE,95133,248500,1540,,1977,23,2.0,2.0,82487,107899,34003,13.1%,32,161.36363636363637,-1039081.0983476571
1092,Condo/Co-op,,San Jose,95133,399999,720,436.0,1985,23,1.0,1.0,82487,107899,34003,13.1%,32,555.5541666666667,-190541.44945641933
1093,Mobile/Manufactured Home,133 El Bosque #133,SAN JOSE,95134,199900,1344,,1973,18,2.0,2.0,139558,152679,65665,25.1%,0,148.73511904761904,-995476.5285595634
1094,Mobile/Manufactured Home,168 El Bosque Dr #168,SAN JOSE,95134,265000,1344,,1987,18,4.0,2.0,139558,152679,65665,25.1%,0,197.17261904761904,-606024.8843285788
1095,Mobile/Manufactured Home,500 Nicholson Ln #225,SAN JOSE,95134,199900,764,,2011,18,2.0,2.0,139558,152679,65665,25.1%,0,261.64921465968587,-477005.9064019894
